,Content,Processed,Polarity,Subjectivity,Label
742,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,"['hot', 'sour', 'egg', 'flower', 'soups', 'absolutely', 'stars']",0.09999999999999999,0.6166666666666667,Positive
743,Great time - family dinner on a Sunday night.,"['great', 'time', 'family', 'dinner', 'sunday', 'night']",0.8,0.75,Positive
744,The flair bartenders are absolutely amazing!,"['flair', 'bartenders', 'absolutely', 'amazing']",0.6000000000000001,0.9,Positive
745,These were so good we ordered them twice.,"['good', 'ordered', 'twice']",0.7,0.6000000000000001,Positive
746,I had a pretty satifying experience.,"['pretty', 'satifying', 'experience']",0.25,1.0,Positive
747,Join the club and get awesome offers via email.,"['join', 'club', 'get', 'awesome', 'offers', 'via', 'email']",0.55,0.5,Positive
748,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.","['perfect', 'someone', 'likes', 'beer', 'ice', 'cold', 'case', 'even', 'cold']",-0.06666666666666665,1.0,Negative
749,The nachos are a MUST HAVE!,"['nachos', 'must']",0.0,0.0,Neutral
750,"I don't have very many words to say about this place, but it does everything pretty well.","['many', 'words', 'say', 'place', 'everything', 'pretty', 'well']",0.375,0.75,Positive
751,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.","['staff', 'super', 'nice', 'quick', 'even', 'crazy', 'crowds', 'downtown', 'juries', 'lawyers', 'court', 'staff']",0.16666666666666666,0.7666666666666666,Positive
752,"Great atmosphere, friendly and fast service.","['great', 'atmosphere', 'friendly', 'fast', 'service']",0.4583333333333333,0.6166666666666667,Positive
753,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,"['received', 'pita', 'huge', 'lot', 'meat', 'thumbs']",0.4000000000000001,0.9,Positive
754,The classic Maine Lobster Roll was fantastic.,"['classic', 'maine', 'lobster', 'roll', 'fantastic']",0.2833333333333333,0.5333333333333333,Positive
755,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,"['good', 'going', 'review', 'place', 'twice', 'hereas', 'tribute', 'place', 'tribute', 'event', 'held', 'last', 'night']",0.35,0.33333333333333337,Positive
756,"The chips and salsa were really good, the salsa was very fresh.","['chips', 'salsa', 'really', 'good', 'salsa', 'fresh']",0.5,0.55,Positive
757,This place is great!!!!!!!!!!!!!!,"['place', 'great']",0.8,0.75,Positive
758,Once you get inside you'll be impressed with the place.,"['get', 'inside', 'impressed', 'place']",1.0,1.0,Positive
759,And service was super friendly.,"['service', 'super', 'friendly']",0.35416666666666663,0.5833333333333333,Positive
760,This place was such a nice surprise!,"['place', 'nice', 'surprise']",0.6,1.0,Positive
761,They were golden-crispy and delicious.,['delicious'],1.0,1.0,Positive
762,I could eat their bruschetta all day it is devine.,"['could', 'eat', 'bruschetta', 'day', 'devine']",0.0,0.0,Neutral
763,"Lastly, the mozzarella sticks, they were the best thing we ordered.","['lastly', 'mozzarella', 'sticks', 'best', 'thing', 'ordered']",0.5,0.18333333333333332,Positive
764,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.","['first', 'time', 'ever', 'came', 'amazing', 'experience', 'still', 'tell', 'people', 'awesome', 'duck']",0.6166666666666667,0.7444444444444445,Positive
766,I can say that the desserts were yummy.,"['say', 'desserts', 'yummy']",0.0,0.0,Neutral
767,The seasonal fruit was fresh white peach puree.,"['seasonal', 'fruit', 'fresh', 'white', 'peach', 'puree']",0.15,0.25,Positive
768,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,"['love', 'put', 'food', 'nice', 'plastic', 'containers', 'opposed', 'cramming', 'little', 'paper', 'takeout', 'boxes']",0.3041666666666667,0.7000000000000001,Positive
769,The crêpe was delicate and thin and moist.,"['crêpe', 'delicate', 'thin', 'moist']",-0.35,0.875,Negative
770,"Best service and food ever, Maria our server was so good and friendly she made our day.","['best', 'service', 'food', 'ever', 'maria', 'server', 'good', 'friendly', 'made', 'day']",0.6916666666666668,0.46666666666666673,Positive
771,They were excellent.,['excellent'],1.0,1.0,Positive
772,Just had lunch here and had a great experience.,"['lunch', 'great', 'experience']",0.8,0.75,Positive
773,I recently tried Caballero's and I have been back every week since!,"['recently', 'tried', 'caballero', 'back', 'every', 'week', 'since']",0.0,0.125,Neutral
774,The food came out at a good pace.,"['food', 'came', 'good', 'pace']",0.7,0.6000000000000001,Positive
775,"I ate there twice on my last visit, and especially enjoyed the salmon salad.","['ate', 'twice', 'last', 'visit', 'especially', 'enjoyed', 'salmon', 'salad']",0.5,0.5333333333333333,Positive
776,"In fact I'm going to round up to 4 stars, just because she was so awesome.","['fact', 'going', 'round', 'stars', 'awesome']",0.4,0.7,Positive
777,the potatoes were great and so was the biscuit.,"['potatoes', 'great', 'biscuit']",0.8,0.75,Positive
778,So flavorful and has just the perfect amount of heat.,"['flavorful', 'perfect', 'amount', 'heat']",1.0,1.0,Positive
779,The price is reasonable and the service is great.,"['price', 'reasonable', 'service', 'great']",0.5,0.675,Positive
780,"Went in for happy hour, great list of wines.","['went', 'happy', 'hour', 'great', 'list', 'wines']",0.8,0.875,Positive
781,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,"['may', 'say', 'buffet', 'pricey', 'think', 'get', 'pay', 'place', 'getting', 'quite', 'lot']",0.0,0.0,Neutral
782,"This place is pretty good, nice little vibe in the restaurant.","['place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']",0.34062499999999996,0.775,Positive
783,Talk about great customer service of course we will be back.,"['talk', 'great', 'customer', 'service', 'course', 'back']",0.4,0.375,Positive
784,I love their fries and their beans.,"['love', 'fries', 'beans']",0.5,0.6,Positive
785,Always a pleasure dealing with him.,"['always', 'pleasure', 'dealing']",0.0,0.0,Neutral
786,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.","['plethora', 'salads', 'sandwiches', 'everything', 'tried', 'gets', 'seal', 'approval']",0.0,0.0,Neutral
787,This place is awesome if you want something light and healthy during the summer.,"['place', 'awesome', 'want', 'something', 'light', 'healthy', 'summer']",0.6333333333333333,0.7333333333333334,Positive
788,"For sushi on the Strip, this is the place to go.","['sushi', 'strip', 'place']",0.0,0.0,Neutral
789,"The service was great, even the manager came and helped with our table.","['service', 'great', 'even', 'manager', 'came', 'helped', 'table']",0.8,0.75,Positive
790,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.","['excellent', 'restaurant', 'highlighted', 'great', 'service', 'unique', 'menu', 'beautiful', 'setting']",0.75625,0.9375,Positive
791,My boyfriend and i sat at the bar and had a completely delightful experience.,"['boyfriend', 'sat', 'bar', 'completely', 'delightful', 'experience']",1.0,1.0,Positive
792,Go To Place for Gyros.,"['place', 'gyros']",0.0,0.0,Neutral
793,"I love the owner/chef, his one authentic Japanese cool dude!","['love', 'one', 'authentic', 'japanese', 'cool', 'dude']",0.3375,0.5,Positive
794,We definately enjoyed ourselves.,"['definately', 'enjoyed']",0.5,0.7,Positive
795,Seriously killer hot chai latte.,"['seriously', 'killer', 'hot', 'chai', 'latte']",-0.04166666666666666,0.7583333333333333,Negative
796,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,"['boyfriend', 'tried', 'mediterranean', 'chicken', 'salad', 'fell', 'love']",-0.04999999999999999,0.7749999999999999,Negative
797,Their rotating beers on tap is also a highlight of this place.,"['rotating', 'beers', 'tap', 'also', 'highlight', 'place']",0.0,0.0,Neutral
798,If you stay in Vegas you must get breakfast here at least once.,"['stay', 'vegas', 'must', 'get', 'breakfast', 'least']",-0.3,0.4,Negative
799,I want to first say our server was great and we had perfect service.,"['want', 'first', 'say', 'server', 'great', 'perfect', 'service']",0.6833333333333332,0.6944444444444443,Positive
800,The pizza selections are good.,"['pizza', 'selections', 'good']",0.7,0.6000000000000001,Positive
801,"I had strawberry tea, which was good.","['strawberry', 'tea', 'good']",0.7,0.6000000000000001,Positive
802,"Overall, a great experience.","['overall', 'great', 'experience']",0.4,0.375,Positive
803,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,"['regular', 'toasted', 'bread', 'equally', 'satisfying', 'occasional', 'pats', 'butter', 'mmmm']",0.16666666666666666,0.4006410256410256,Positive
804,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,"['chips', 'sals', 'amazing']",0.6000000000000001,0.9,Positive
805,This is my new fav Vegas buffet spot.,"['new', 'fav', 'vegas', 'buffet', 'spot']",0.13636363636363635,0.45454545454545453,Positive
806,"Every time I eat here, I see caring teamwork to a professional degree.","['every', 'time', 'eat', 'see', 'caring', 'teamwork', 'professional', 'degree']",0.1,0.1,Positive
807,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,"['best', 'scene', 'movie', 'gerardo', 'trying', 'find', 'song', 'keeps', 'running', 'head']",1.0,0.3,Positive
808,"Saw the movie today and thought it was a good effort, good messages for kids.  ","['saw', 'movie', 'today', 'thought', 'good', 'effort', 'good', 'messages', 'kids']",0.7,0.6000000000000001,Positive
809,Loved the casting of Jimmy Buffet as the science teacher.  ,"['loved', 'casting', 'jimmy', 'buffet', 'science', 'teacher']",0.7,0.8,Positive
810,And those baby owls were adorable.  ,"['baby', 'owls', 'adorable']",0.5,1.0,Positive
811,"The movie showed a lot of Florida at it's best, made it look very appealing.  ","['movie', 'showed', 'lot', 'florida', 'best', 'made', 'look', 'appealing']",0.75,0.4,Positive
812,The Songs Were The Best And The Muppets Were So Hilarious.  ,"['songs', 'best', 'muppets', 'hilarious']",0.75,0.65,Positive
813,It Was So Cool.  ,['cool'],0.35,0.65,Positive
814,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ","['right', 'case', 'movie', 'delivers', 'everything', 'almost', 'right', 'face']",0.2857142857142857,0.5357142857142857,Positive
815,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ","['review', 'long', 'overdue', 'since', 'consider', 'tale', 'two', 'sisters', 'single', 'great', 'film', 'ever', 'made']",0.2261904761904762,0.45476190476190476,Positive
816,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ","['put', 'gem', 'movie', 'terms', 'screenplay', 'cinematography', 'acting', 'editing', 'directing', 'aspect']",0.0,0.0,Neutral
817,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ","['practically', 'perfect', 'true', 'masterpiece', 'sea', 'faux', 'masterpieces']",0.675,0.825,Positive
818, The structure of this film is easily the most tightly constructed in the history of cinema.  	1,"['structure', 'film', 'easily', 'tightly', 'constructed', 'history', 'cinema']",-0.17857142857142858,0.2857142857142857,Negative
819,I can think of no other film where something vitally important occurs every other minute.  ,"['think', 'film', 'something', 'vitally', 'important', 'occurs', 'every', 'minute']",0.4,1.0,Positive
820,"In other words, the content level of this film is enough to easily fill a dozen other films.  ","['words', 'content', 'level', 'film', 'enough', 'easily', 'fill', 'dozen', 'films']",0.21666666666666667,0.6666666666666667,Positive
821,How can anyone in their right mind ask for anything more from a movie than this?  ,"['anyone', 'right', 'mind', 'ask', 'anything', 'movie']",0.2857142857142857,0.5357142857142857,Positive
822,"It's quite simply the highest, most superlative form of cinema imaginable.  ","['quite', 'simply', 'high', 'superlative', 'form', 'cinema', 'imaginable']",0.16,0.5399999999999999,Positive
823,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ","['yes', 'film', 'require', 'rather', 'significant', 'amount', 'pieces', 'fit', 'together', 'create', 'beautiful', 'picture']",0.5416666666666666,0.7583333333333333,Positive
824,This is the number one best TH game in the series.  ,"['number', 'one', 'best', 'game', 'series']",0.3,0.35,Positive
825,It deserves strong love.  ,"['deserves', 'strong', 'love']",0.4666666666666667,0.6666666666666666,Positive
826,It is an insane game.  ,"['insane', 'game']",-0.7,0.7,Negative
827,"There are massive levels, massive unlockable characters... it's just a massive game.  ","['massive', 'levels', 'massive', 'unlockable', 'characters', 'massive', 'game']",-0.1,0.85,Negative
828,Waste your money on this game.  ,"['waste', 'money', 'game']",-0.30000000000000004,0.2,Negative
829,This is the kind of money that is wasted properly.  ,"['kind', 'money', 'wasted', 'properly']",0.13333333333333333,0.3333333333333333,Positive
830,"Actually, the graphics were good at the time.  ","['actually', 'graphics', 'good', 'time']",0.35,0.35000000000000003,Positive
831,"As they say in Canada, This is the fun game, aye.  ","['say', 'canada', 'fun', 'game', 'aye']",-0.05000000000000002,0.30000000000000004,Negative
832,This game rocks.  ,"['game', 'rocks']",-0.4,0.4,Negative
833,"Buy it, play it, enjoy it, love it.  ","['buy', 'play', 'enjoy', 'love']",0.45,0.55,Positive
834,It's PURE BRILLIANCE.  ,"['pure', 'brilliance']",0.21428571428571427,0.5,Positive
835,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ","['film', 'succeeds', 'despite', 'perhaps', 'obviously', 'meagre', 'budget']",0.35,0.3,Positive
836,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ","['glad', 'film', 'obvious', 'choice', 'less', 'film', 'certainly', 'would']",0.13690476190476192,0.5345238095238095,Positive
837,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ","['addition', 'one', 'lovely', 'songs', 'ever', 'written', 'french', 'cancan', 'also', 'boasts', 'one', 'cut', 'leading', 'ladies', 'ever', 'grace', 'screen']",0.25,0.375,Positive
838,It's hard not to fall head-over-heels in love with that girl.  ,"['hard', 'fall', 'love', 'girl']",0.10416666666666666,0.5708333333333333,Positive
839,"Excellent cast, story line, performances.  ","['excellent', 'cast', 'story', 'line', 'performances']",1.0,1.0,Positive
840,Totally believable.  ,"['totally', 'believable']",0.5,0.5,Positive
841,Anne Heche was utterly convincing.  ,"['anne', 'heche', 'utterly', 'convincing']",0.5,1.0,Positive
842,Sam Shepard's portrayal of a gung ho Marine was sobering.  ,"['sam', 'shepard', 'portrayal', 'gung', 'marine', 'sobering']",0.0,0.0,Neutral
843,I sat riveted to the TV screen.  ,"['sat', 'riveted', 'screen']",0.0,0.0,Neutral
844,All in all I give this one a resounding 9 out of 10.  ,"['give', 'one', 'resounding']",0.0,0.0,Neutral
845,I do think Tom Hanks is a good actor.  ,"['think', 'tom', 'hanks', 'good', 'actor']",0.7,0.6000000000000001,Positive
846,I enjoyed reading this book to my children when they were little.  ,"['enjoyed', 'reading', 'book', 'children', 'little']",0.15625,0.6,Positive
847,There are some generally great things in it.  ,"['generally', 'great', 'things']",0.8,0.75,Positive
848,"The suspense builders were good, & just cross the line from G to PG.  ","['suspense', 'builders', 'good', 'cross', 'line']",0.35,0.30000000000000004,Positive
849,"I especially liked the non-cliche choices with the parents in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ","['especially', 'liked', 'choices', 'parents', 'movies', 'could', 'predict', 'dialog', 'verbatim', 'writing', 'movie', 'made', 'good', 'selections']",0.85,0.8,Positive
850,"If you want a movie that's not gross but gives you some chills, this is a great choice.  ","['want', 'movie', 'gross', 'gives', 'chills', 'great', 'choice']",0.4,0.375,Positive
851,Alexander Nevsky is a great film.  ,"['alexander', 'nevsky', 'great', 'film']",0.8,0.75,Positive
852,"He is an amazing film artist, one of the most important whoever lived.  ","['amazing', 'film', 'artist', 'one', 'important', 'whoever', 'lived']",0.5,0.95,Positive
853,This if the first movie I've given a 10 to in years.  ,"['first', 'movie', 'given', 'years']",0.25,0.3333333333333333,Positive
854,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ","['ever', 'movie', 'needed', 'promote']",0.0,0.0,Neutral
855,"Overall, the film is interesting and thought-provoking.  ","['overall', 'film', 'interesting']",0.25,0.25,Positive
856,"Plus, it was well-paced and suited its relatively short run time.  ","['plus', 'suited', 'relatively', 'short', 'run', 'time']",0.0,0.3,Neutral
857,Give this one a look.  ,"['give', 'one', 'look']",0.0,0.0,Neutral
858,I gave it a 10  ,['gave'],0.0,0.0,Neutral
859,The Wind and the Lion is well written and superbly acted.  ,"['wind', 'lion', 'well', 'written', 'superbly', 'acted']",1.0,1.0,Positive
860,It is a true classic.  ,"['true', 'classic']",0.2583333333333333,0.4083333333333333,Positive
861,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,"['actually', 'turned', 'pretty', 'decent', 'far', 'films']",0.12916666666666665,0.6916666666666667,Positive
862,Definitely worth checking out.  ,"['definitely', 'worth', 'checking']",0.3,0.1,Positive
863,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,"['manna', 'heaven', 'terrific', 'film', 'predictable', 'unpredictable', 'time']",-0.12222222222222223,0.8333333333333334,Negative
864,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,"['scenes', 'often', 'funny', 'occasionally', 'touching', 'characters', 'evaluate', 'lives', 'going']",0.375,0.75,Positive
865,The cast of veteran actors are more than just a nostalgia trip.  ,"['cast', 'veteran', 'actors', 'nostalgia', 'trip']",0.0,0.0,Neutral
866,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,"['ursula', 'burton', 'portrayal', 'nun', 'touching', 'funny', 'time', 'making', 'fun', 'nuns', 'church']",0.35000000000000003,0.5666666666666667,Positive
867,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ","['looking', 'movie', 'terrific', 'cast', 'good', 'music', 'including', 'shirley', 'jones', 'rendition', 'way', 'look', 'tonight', 'uplifting', 'ending', 'give', 'one', 'try']",0.35,0.8,Positive
868,I don't think you will be disappointed.  ,"['think', 'disappointed']",-0.75,0.75,Negative
869,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ","['thing', 'really', 'worth', 'watching', 'scenery', 'house', 'beautiful']",0.575,0.55,Positive
870,But in terms of the writing it's very fresh and bold.  ,"['terms', 'writing', 'fresh', 'bold']",0.31666666666666665,0.5833333333333333,Positive
871,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ","['acting', 'helps', 'writing', 'along', 'well', 'maybe', 'sister', 'could', 'played', 'good', 'real', 'joy', 'watch']",0.5666666666666667,0.30000000000000004,Positive
872,"Some applause should be given to the ""prelude"" however.  ","['applause', 'given', 'prelude', 'however']",0.0,0.0,Neutral
873,I really liked that.  ,"['really', 'liked']",0.6,0.8,Positive
874,A great film by a great director.  ,"['great', 'film', 'great', 'director']",0.8,0.75,Positive
875,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,"['movie', 'edge', 'seat', 'made', 'somewhat', 'afraid', 'car', 'end', 'night']",-0.6,0.9,Negative
876,The music in the film is really nice too.  ,"['music', 'film', 'really', 'nice']",0.6,1.0,Positive
877,I'd advise anyone to go and see it.  ,"['advise', 'anyone', 'see']",0.0,0.0,Neutral
878,Brilliant!  ,['brilliant'],0.9,1.0,Positive
879,10-Oct,[],0.0,0.0,Neutral
880,I liked this movie way too much.  ,"['liked', 'movie', 'way', 'much']",0.4,0.5,Positive
881,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,"['rocked', 'world', 'certainly', 'must', 'see', 'anyone', 'social', 'physical', 'outlets']",0.08253968253968254,0.2603174603174603,Positive
882,This is definitely a cult classic well worth viewing and sharing with others.  ,"['definitely', 'cult', 'classic', 'well', 'worth', 'viewing', 'sharing', 'others']",0.15555555555555556,0.25555555555555554,Positive
883,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ","['also', 'real', 'treat', 'see', 'anthony', 'quinn', 'playing', 'crazy', 'horse']",-0.19999999999999998,0.6000000000000001,Negative
884,"Still, I do like this movie for it's empowerment of women there's not enough movies out there like this one.  ","['still', 'like', 'movie', 'empowerment', 'women', 'enough', 'movies', 'like', 'one']",0.0,0.5,Neutral
885,An excellent performance from Ms.  ,"['excellent', 'performance']",1.0,1.0,Positive
886,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ","['garbo', 'showed', 'right', 'bat', 'talents', 'could', 'carry', 'silent', 'era', 'wanted', 'see', 'silent', 'work', 'netflix', 'seem', 'stocking']",0.09523809523809523,0.24523809523809523,Positive
887,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,"['also', 'great', 'see', 'renowned', 'silent', 'screenwriter', 'frances', 'marion', 'missed', 'step', 'going', 'silent', 'sound']",0.30000000000000004,0.3375,Positive
888,You'll love it!  ,['love'],0.5,0.6,Positive
889,The movie I received was a great quality film for it's age.  ,"['movie', 'received', 'great', 'quality', 'film', 'age']",0.8,0.75,Positive
890,John Wayne did an incredible job for being so young in the movie industry.  ,"['john', 'wayne', 'incredible', 'job', 'young', 'movie', 'industry']",0.5,0.65,Positive
891,His on screen presence shined thought even though there were other senior actors on the screen with him.  ,"['screen', 'presence', 'shined', 'thought', 'even', 'though', 'senior', 'actors', 'screen']",0.0,0.0,Neutral
892,I think that it is a must see older John Wayne film.  ,"['think', 'must', 'see', 'old', 'john', 'wayne', 'film']",0.1,0.2,Positive
893,Jamie Foxx absolutely IS Ray Charles.  ,"['jamie', 'foxx', 'absolutely', 'ray', 'charles']",0.2,0.9,Positive
894,His performance is simply genius.  ,"['performance', 'simply', 'genius']",0.0,0.35714285714285715,Neutral
895,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ","['owns', 'film', 'spacek', 'owned', 'coal', 'miner', 'daughter', 'quaid', 'owned', 'great', 'balls', 'fire']",0.8,0.75,Positive
896," In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  	1","['fact', 'hard', 'remember', 'part', 'ray', 'charles', 'acted', 'played', 'man']",-0.2916666666666667,0.5416666666666666,Negative
897,Ray Charles is legendary.  ,"['ray', 'charles', 'legendary']",1.0,1.0,Positive
898,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ","['ray', 'charles', 'life', 'provided', 'excellent', 'biographical', 'material', 'film', 'goes', 'well', 'beyond', 'another', 'movie', 'musician']",1.0,1.0,Positive
899,Hitchcock is a great director.  ,"['hitchcock', 'great', 'director']",0.8,0.75,Positive
900,"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ","['secondly', 'hitchcock', 'pretty', 'much', 'perfected', 'thriller', 'chase', 'movie']",0.15,0.39999999999999997,Positive
901,"When I first watched this movie, in the 80s, I loved it.  ","['first', 'watched', 'movie', 'loved']",0.475,0.5666666666666667,Positive
902,"I was totally fascinated by the music, the dancing... everything.  ","['totally', 'fascinated', 'music', 'dancing', 'everything']",0.0,0.75,Neutral
903,"If good intentions made a film great, then this film might be one of the greatest films ever made.  ","['good', 'intentions', 'made', 'film', 'great', 'film', 'might', 'one', 'great', 'films', 'ever', 'made']",0.7666666666666666,0.7000000000000001,Positive
904,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ","['film', 'great', 'actors', 'master', 'director', 'significant', 'theme', 'least', 'significant', 'theme', 'undertone', 'fifties', 'existential', 'aerial', 'scenes', 'ought', 'thrilled', 'senses', 'imagination', 'characters', 'one', 'might', 'deeply', 'care']",0.30833333333333335,0.6666666666666666,Positive
905,"Yet, I enjoy watching it.  ","['yet', 'enjoy', 'watching']",0.4,0.5,Positive
906,That was nice.  ,['nice'],0.6,1.0,Positive
907,That was funny.  ,['funny'],0.25,1.0,Positive
908,It was so funny.  ,['funny'],0.25,1.0,Positive
909,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ","['whatever', 'else', 'said', 'surface', 'superbly', 'crafted']",1.0,1.0,Positive
910,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,"['cinematography', 'simply', 'stunning', 'say', 'least', 'nothing']",0.1,0.7,Positive
911,"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  ","['conceptually', 'show', 'offers', 'little', 'bit', 'everybody', 'parents', 'kids', 'fantasy', 'fans']",-0.04375,0.25,Negative
912,"And there wasn't a single sour note struck acting-wise, either  some surprisingly solid casting, here.  ","['single', 'sour', 'note', 'struck', 'either', 'surprisingly', 'solid', 'casting']",-0.07380952380952381,0.13809523809523808,Negative
913,"All things considered, a job very well done.  ","['things', 'considered', 'job', 'well', 'done']",0.0,0.0,Neutral
914,Thanks good a movie like this was done and released.  ,"['thanks', 'good', 'movie', 'like', 'done', 'released']",0.44999999999999996,0.4,Positive
915,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ","['one', 'best', 'mexican', 'movies', 'ever', 'one', 'less', 'understood', 'even', 'mexican', 'matter', 'identified', 'felt']",0.20833333333333334,0.09166666666666666,Positive
916,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ","['ranks', 'highly', 'great', 'incredible', 'performances', 'belmondo', 'lino', 'ventura']",0.8500000000000001,0.825,Positive
917,"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ","['attention', 'given', 'every', 'character', 'complex', 'psychological', 'portrayals', 'detailing', 'loyalty', 'treachery', 'love', 'hope', 'tremendous']",0.13333333333333333,0.525,Positive
918,"It is an excellent drama, an excellent thriller, and an excellent film.  ","['excellent', 'drama', 'excellent', 'thriller', 'excellent', 'film']",1.0,1.0,Positive
919,Up there with the best of Melville.  ,"['best', 'melville']",1.0,0.3,Positive
920,Everything about this film is simply incredible.  ,"['everything', 'film', 'simply', 'incredible']",0.9,0.9,Positive
921,You truly take this journey through the eyes and soul of a child.  ,"['truly', 'take', 'journey', 'eyes', 'soul', 'child']",0.0,0.0,Neutral
922,BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,"['black', 'water', 'thriller', 'manages', 'completely', 'transcend', 'limitations', 'indie', 'flick', 'continually', 'subverting', 'expectations', 'emerge', 'intense', 'experience']",0.03333333333333334,0.45833333333333337,Positive
923,"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ","['performances', 'real', 'gripping', 'crocdodile', 'extremely', 'well', 'done', 'indeed', 'black', 'water', 'website', 'believed', 'used', 'real', 'crocs', 'swamp', 'location', 'fabulous']",0.21166666666666673,0.7466666666666667,Positive
924,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,"['thoroughly', 'enjoyed', 'christopher', 'eccleston', 'took', 'control', 'tardis', 'continuation', 'series']",0.5,0.7,Positive
925,There is a lot of beautiful places.  ,"['lot', 'beautiful', 'places']",0.85,1.0,Positive
926,An AMAZING finale to possibly the BEST trilogy of all time!  ,"['amazing', 'finale', 'possibly', 'best', 'trilogy', 'time']",0.8,0.6,Positive
927,Kieslowski never ceases to amaze me.  ,"['kieslowski', 'never', 'ceases', 'amaze']",0.0,0.0,Neutral
928,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ","['one', 'favourite', 'directors', 'one', 'talented', 'directors', 'history', 'cinema']",0.7,0.9,Positive
929,"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ","['use', 'colours', 'french', 'flag', 'three', 'films', 'nothing', 'short', 'incredible', 'every', 'shot', 'every', 'scene', 'like', 'work', 'art']",0.3,0.39999999999999997,Positive
930,Three of the most visually appealing movies i've ever seen.  ,"['three', 'visually', 'appealing', 'movies', 'ever', 'seen']",0.5,0.5,Positive
931,And his subtle connections between the three films are awesome.  ,"['subtle', 'connections', 'three', 'films', 'awesome']",0.33333333333333337,0.75,Positive
